"REF_DATE","GEO","DGUID","Violations and calls for service","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1234840098","18.19.1","380","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840113","18.34.1","0","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1234840099","18.20.1","1123","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Shoplifting [213]","Actual incidents","Number","223","units","0","v1234840100","18.21.1","338","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1234840101","18.22.1","788","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1234840102","18.23.1","265","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1234840103","18.24.1","187","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1234840104","18.25.1","","..","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1234840105","18.26.1","","..","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1234840106","18.27.1","","..","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1234840107","18.28.1","","..","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1234840108","18.29.1","","..","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Calls for service, overdose","Actual incidents","Number","223","units","0","v1234840109","18.30.1","","..","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1234840110","18.31.1","","..","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1234840111","18.32.1","","..","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1234840112","18.33.1","","..","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1234840114","19.1.1","1050","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1234840115","19.2.1","550","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1234840116","19.3.1","500","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1234840117","19.4.1","0","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1234840118","19.5.1","139","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1234840119","19.6.1","94","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1234840120","19.7.1","45","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1234840121","19.8.1","0","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1234840122","19.9.1","42","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1234840123","19.10.1","417","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1234840124","19.11.1","317","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Uttering threats by family","Actual incidents","Number","223","units","0","v1234840125","19.12.1","100","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1234840126","19.13.1","0","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Total robbery [160]","Actual incidents","Number","223","units","0","v1234840127","19.14.1","27","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1234840128","19.15.1","4","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1234840129","19.16.1","6","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1234840130","19.17.1","544","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1234840131","19.18.1","258","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1234840132","19.19.1","286","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840147","19.34.1","0","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1234840133","19.20.1","477","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Shoplifting [213]","Actual incidents","Number","223","units","0","v1234840134","19.21.1","143","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1234840135","19.22.1","435","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1234840136","19.23.1","353","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1234840137","19.24.1","439","","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1234840138","19.25.1","","..","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1234840139","19.26.1","","..","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1234840140","19.27.1","","..","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1234840141","19.28.1","","..","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1234840142","19.29.1","","..","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Calls for service, overdose","Actual incidents","Number","223","units","0","v1234840143","19.30.1","","..","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1234840144","19.31.1","","..","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1234840145","19.32.1","","..","","","0"
"2019-04","Quebec Provincial Police [24C01]","24C01","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1234840146","19.33.1","","..","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497385","3.1.1","314","","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497386","3.2.1","249","","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497387","3.3.1","65","","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497388","3.4.1","0","","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497389","3.5.1","58","","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497390","3.6.1","51","","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497391","3.7.1","7","","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497392","3.8.1","0","","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497393","3.9.1","9","","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497394","3.10.1","87","","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497395","3.11.1","","..","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497396","3.12.1","","..","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497397","3.13.1","87","","","","0"
"2019-04","Ottawa, Ontario, municipal [35010]","35010","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497398","3.14.1","55","","","","0"
